id,word,meaning,zhuyinText,zhuyinCharsJson,partOfSpeech,sourceCategory,appCategory,appCategoryZh,difficulty,level,stageId,sentence,emoji,enabledFor,spellingEnabledFor,source,notes
foods_medium_bread_001,bread,麵包,ㄇㄧㄢˋ ㄅㄠ,"[{""char"": ""麵"", ""ruby"": ""ㄇㄧㄢˋ""}, {""char"": ""包"", ""ruby"": ""ㄅㄠ""}]",名詞,食物/飲料,foods,食物/飲料,medium,2,foods_medium,"I know the word ""bread"".",🍎,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
foods_hard_breakfast_001,breakfast,早餐,ㄘㄢ ,"[{""char"": ""早"", ""ruby"": ""ㄘㄢ""}, {""char"": ""餐"", ""ruby"": """"}]",名詞,食物/飲料,foods,食物/飲料,hard,3,foods_hard,"I know the word ""breakfast"".",🍎,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正; 注音需人工確認
family_hard_brother_001,brother,哥哥、弟弟,ㄍㄜ ㄍㄜ ㄉㄧˋ ㄉㄧˋ,"[{""char"": ""哥"", ""ruby"": ""ㄍㄜ""}, {""char"": ""哥"", ""ruby"": ""ㄍㄜ""}, {""char"": ""弟"", ""ruby"": ""ㄉㄧˋ""}, {""char"": ""弟"", ""ruby"": ""ㄉㄧˋ""}]",名詞,家庭,family,家庭,hard,3,family_hard,"I know the word ""brother"".",👨‍👩‍👧‍👦,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
colors_medium_brown_001,brown,咖啡色的,ㄎㄚ ㄈㄟ ㄙㄜˋ ㄉㄜ,"[{""char"": ""咖"", ""ruby"": ""ㄎㄚ""}, {""char"": ""啡"", ""ruby"": ""ㄈㄟ""}, {""char"": ""色"", ""ruby"": ""ㄙㄜˋ""}, {""char"": ""的"", ""ruby"": ""ㄉㄜ""}]",形容詞,顏色,colors,顏色,medium,2,colors_medium,"I know the word ""brown"".",🎨,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
others_medium_brush_001,brush,用刷子刷,   ,"[{""char"": ""用"", ""ruby"": """"}, {""char"": ""刷"", ""ruby"": """"}, {""char"": ""子"", ""ruby"": """"}, {""char"": ""刷"", ""ruby"": """"}]",動詞,其他動詞,others,其他,medium,2,others_medium,"I know the word ""brush"".",⭐,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音需人工確認
transportation_easy_bus_001,bus,公車,ㄍㄨㄥ ㄔㄜ,"[{""char"": ""公"", ""ruby"": ""ㄍㄨㄥ""}, {""char"": ""車"", ""ruby"": ""ㄔㄜ""}]",名詞,運輸,transportation,交通,easy,1,transportation_easy,"I know the word ""bus"".",🚗,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
transportation_hard_bus_stop_001,bus stop,公車站,ㄍㄨㄥ ㄔㄜ ㄓㄢˋ,"[{""char"": ""公"", ""ruby"": ""ㄍㄨㄥ""}, {""char"": ""車"", ""ruby"": ""ㄔㄜ""}, {""char"": ""站"", ""ruby"": ""ㄓㄢˋ""}]",名詞,運輸,transportation,交通,hard,3,transportation_hard,"I know the word ""bus stop"".",🚗,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
traits_easy_busy_001,busy,忙碌的,ㄇㄤˊ ㄌㄨˋ ㄉㄜ,"[{""char"": ""忙"", ""ruby"": ""ㄇㄤˊ""}, {""char"": ""碌"", ""ruby"": ""ㄌㄨˋ""}, {""char"": ""的"", ""ruby"": ""ㄉㄜ""}]",形容詞,個性/特點,traits,個性/特點,easy,1,traits_easy,"I know the word ""busy"".",😊,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
conjunctions_medium_but_001,but,但是,ㄉㄢˋ ㄕˋ,"[{""char"": ""但"", ""ruby"": ""ㄉㄢˋ""}, {""char"": ""是"", ""ruby"": ""ㄕˋ""}]",連接詞,連接詞,conjunctions,連接詞,medium,2,conjunctions_medium,"I know the word ""but"".",🔗,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
animals_hard_butterfly_001,butterfly,蝴蝶,ㄏㄨˊ ㄉㄧㄝˊ,"[{""char"": ""蝴"", ""ruby"": ""ㄏㄨˊ""}, {""char"": ""蝶"", ""ruby"": ""ㄉㄧㄝˊ""}]",名詞,動物/昆蟲,animals,動物,hard,3,animals_hard,"I know the word ""butterfly"".",🐶,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
money_easy_buy_001,buy,買,ㄇㄞˇ,"[{""char"": ""買"", ""ruby"": ""ㄇㄞˇ""}]",動詞,金錢,money,金錢,easy,1,money_easy,"I know the word ""buy"".",💰,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
prepositions_easy_by_001,by,在...旁邊,ㄗㄞˋ ㄆㄤˊ ㄅㄧㄢ,"[{""char"": ""在"", ""ruby"": ""ㄗㄞˋ""}, {""char"": ""旁"", ""ruby"": ""ㄆㄤˊ""}, {""char"": ""邊"", ""ruby"": ""ㄅㄧㄢ""}]",介系詞,介系詞,prepositions,介系詞,easy,1,prepositions_easy,"I know the word ""by"".",↔️,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
interjections_easy_bye_001,bye,再見 (= goodbye),ㄗㄞˋ ㄐㄧㄢˋ,"[{""char"": ""再"", ""ruby"": ""ㄗㄞˋ""}, {""char"": ""見"", ""ruby"": ""ㄐㄧㄢˋ""}]",感嘆詞,感嘆詞,interjections,感嘆詞,easy,1,interjections_easy,"I know the word ""bye"".",💬,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
foods_easy_cake_001,cake,蛋糕,ㄉㄢˋ ㄍㄠ,"[{""char"": ""蛋"", ""ruby"": ""ㄉㄢˋ""}, {""char"": ""糕"", ""ruby"": ""ㄍㄠ""}]",名詞,食物/飲料,foods,食物/飲料,easy,1,foods_easy,"I know the word ""cake"".",🍎,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
others_easy_call_001,call,打電話給...,ㄉㄚˇ ㄉㄧㄢˋ ㄏㄨㄚˋ ㄍㄟˇ,"[{""char"": ""打"", ""ruby"": ""ㄉㄚˇ""}, {""char"": ""電"", ""ruby"": ""ㄉㄧㄢˋ""}, {""char"": ""話"", ""ruby"": ""ㄏㄨㄚˋ""}, {""char"": ""給"", ""ruby"": ""ㄍㄟˇ""}]",動詞,其他動詞,others,其他,easy,1,others_easy,"I know the word ""call"".",⭐,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
others_easy_can_001,can,罐子,ㄍㄨㄢˋ ㄗˇ,"[{""char"": ""罐"", ""ruby"": ""ㄍㄨㄢˋ""}, {""char"": ""子"", ""ruby"": ""ㄗˇ""}]",名詞,其他名詞,others,其他,easy,1,others_easy,"I know the word ""can"".",⭐,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
auxiliaries_medium_can_001,can,可以,ㄎㄜˇ ㄧˇ,"[{""char"": ""可"", ""ruby"": ""ㄎㄜˇ""}, {""char"": ""以"", ""ruby"": ""ㄧˇ""}]",助動詞,be動詞/助動詞,auxiliaries,be/助動詞,medium,2,auxiliaries_medium,"I know the word ""can"".",✅,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
foods_medium_candy_001,candy,糖果,ㄊㄤˊ ㄍㄨㄛˇ,"[{""char"": ""糖"", ""ruby"": ""ㄊㄤˊ""}, {""char"": ""果"", ""ruby"": ""ㄍㄨㄛˇ""}]",名詞,食物/飲料,foods,食物/飲料,medium,2,foods_medium,"I know the word ""candy"".",🍎,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
clothes_easy_cap_001,cap,棒球帽,ㄅㄤˋ ㄑㄧㄡˊ ㄇㄠˋ,"[{""char"": ""棒"", ""ruby"": ""ㄅㄤˋ""}, {""char"": ""球"", ""ruby"": ""ㄑㄧㄡˊ""}, {""char"": ""帽"", ""ruby"": ""ㄇㄠˋ""}]",名詞,衣服/配件,clothes,衣服/配件,easy,1,clothes_easy,"I know the word ""cap"".",👕,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
transportation_easy_car_001,car,車子,ㄔㄜ ㄗˇ,"[{""char"": ""車"", ""ruby"": ""ㄔㄜ""}, {""char"": ""子"", ""ruby"": ""ㄗˇ""}]",名詞,運輸,transportation,交通,easy,1,transportation_easy,"I know the word ""car"".",🚗,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
hobbies_easy_card_001,card,卡片,ㄎㄚˇ ㄆㄧㄢˋ,"[{""char"": ""卡"", ""ruby"": ""ㄎㄚˇ""}, {""char"": ""片"", ""ruby"": ""ㄆㄧㄢˋ""}]",名詞,運動/興趣/嗜好,hobbies,運動/興趣,easy,1,hobbies_easy,"I know the word ""card"".",⚽,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
animals_easy_cat_001,cat,貓,ㄇㄠ,"[{""char"": ""貓"", ""ruby"": ""ㄇㄠ""}]",名詞,動物/昆蟲,animals,動物,easy,1,animals_easy,"I know the word ""cat"".",🐶,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
others_hard_cellphone_001,cellphone,手機,ㄕㄡˇ ㄐㄧ,"[{""char"": ""手"", ""ruby"": ""ㄕㄡˇ""}, {""char"": ""機"", ""ruby"": ""ㄐㄧ""}]",名詞,其他名詞,others,其他,hard,3,others_hard,"I know the word ""cellphone"".",⭐,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
home_medium_chair_001,chair,椅子,ㄧˇ ㄗˇ,"[{""char"": ""椅"", ""ruby"": ""ㄧˇ""}, {""char"": ""子"", ""ruby"": ""ㄗˇ""}]",名詞,房子/公寓,home,家與房間,medium,2,home_medium,"I know the word ""chair"".",🏠,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
animals_hard_chicken_001,chicken,雞,ㄐㄧ,"[{""char"": ""雞"", ""ruby"": ""ㄐㄧ""}]",名詞,動物/昆蟲,animals,動物,hard,3,animals_hard,"I know the word ""chicken"".",🐶,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
foods_hard_chicken_001,chicken,雞肉,ㄐㄧ ㄖㄡˋ,"[{""char"": ""雞"", ""ruby"": ""ㄐㄧ""}, {""char"": ""肉"", ""ruby"": ""ㄖㄡˋ""}]",名詞,食物/飲料,foods,食物/飲料,hard,3,foods_hard,"I know the word ""chicken"".",🍎,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
school_hard_chinese_001,Chinese,中文,ㄓㄨㄥ ㄨㄣˊ,"[{""char"": ""中"", ""ruby"": ""ㄓㄨㄥ""}, {""char"": ""文"", ""ruby"": ""ㄨㄣˊ""}]",名詞,學校,school,學校,hard,3,school_hard,"I know the word ""Chinese"".",📚,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
foods_hard_chocolate_001,chocolate,巧克力,ㄑㄧㄠˇ ㄎㄜˋ ㄌㄧˋ,"[{""char"": ""巧"", ""ruby"": ""ㄑㄧㄠˇ""}, {""char"": ""克"", ""ruby"": ""ㄎㄜˋ""}, {""char"": ""力"", ""ruby"": ""ㄌㄧˋ""}]",名詞,食物/飲料,foods,食物/飲料,hard,3,foods_hard,"I know the word ""chocolate"".",🍎,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
tableware_hard_chopsticks_001,chopsticks,筷子,ㄎㄨㄞˋ ㄗˇ,"[{""char"": ""筷"", ""ruby"": ""ㄎㄨㄞˋ""}, {""char"": ""子"", ""ruby"": ""ㄗˇ""}]",名詞,餐具,tableware,餐具,hard,3,tableware_hard,"I know the word ""chopsticks"".",🍽️,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
holidays_easy_christmas_001,Christmas,聖誕節,ㄕㄥˋ ㄉㄢˋ ㄐㄧㄝˊ,"[{""char"": ""聖"", ""ruby"": ""ㄕㄥˋ""}, {""char"": ""誕"", ""ruby"": ""ㄉㄢˋ""}, {""char"": ""節"", ""ruby"": ""ㄐㄧㄝˊ""}]",名詞,節日/節慶,holidays,節日,easy,1,holidays_easy,"I know the word ""Christmas"".",🎉,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
school_easy_class_001,class,課；班級,  ,"[{""char"": ""課"", ""ruby"": """"}, {""char"": ""班"", ""ruby"": """"}, {""char"": ""級"", ""ruby"": """"}]",名詞,學校,school,學校,easy,1,school_easy,"I know the word ""class"".",📚,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音需人工確認
school_hard_classroom_001,classroom,教室,ㄐㄧㄠˋ ㄕˋ,"[{""char"": ""教"", ""ruby"": ""ㄐㄧㄠˋ""}, {""char"": ""室"", ""ruby"": ""ㄕˋ""}]",名詞,學校,school,學校,hard,3,school_hard,"I know the word ""classroom"".",📚,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
home_medium_clean_001,clean,清理,ㄑㄧㄥ ㄌㄧˇ,"[{""char"": ""清"", ""ruby"": ""ㄑㄧㄥ""}, {""char"": ""理"", ""ruby"": ""ㄌㄧˇ""}]",動詞,房子/公寓,home,家與房間,medium,2,home_medium,"I know the word ""clean"".",🏠,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
home_medium_clean_002,clean,乾淨的,ㄉㄜ  ,"[{""char"": ""乾"", ""ruby"": ""ㄉㄜ""}, {""char"": ""淨"", ""ruby"": """"}, {""char"": ""的"", ""ruby"": """"}]",形容詞,房子/公寓,home,家與房間,medium,2,home_medium,"I know the word ""clean"".",🏠,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正; 注音需人工確認
hobbies_medium_climb_001,climb,爬、攀爬,  ,"[{""char"": ""爬"", ""ruby"": """"}, {""char"": ""攀"", ""ruby"": """"}, {""char"": ""爬"", ""ruby"": """"}]",動詞,運動/興趣/嗜好,hobbies,運動/興趣,medium,2,hobbies_medium,"I know the word ""climb"".",⚽,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音需人工確認
time_easy_clock_001,clock,時鐘,ㄕˊ ㄓㄨㄥ,"[{""char"": ""時"", ""ruby"": ""ㄕˊ""}, {""char"": ""鐘"", ""ruby"": ""ㄓㄨㄥ""}]",名詞,時間,time,時間,easy,1,time_easy,"I know the word ""clock"".",🕒,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
others_medium_close_001,close,關,ㄍㄨㄢ,"[{""char"": ""關"", ""ruby"": ""ㄍㄨㄢ""}]",動詞,其他動詞,others,其他,medium,2,others_medium,"I know the word ""close"".",⭐,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
clothes_hard_clothes_001,clothes,衣服,ㄧ ㄈㄨˊ,"[{""char"": ""衣"", ""ruby"": ""ㄧ""}, {""char"": ""服"", ""ruby"": ""ㄈㄨˊ""}]",名詞,衣服/配件,clothes,衣服/配件,hard,3,clothes_hard,"I know the word ""clothes"".",👕,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
nature_hard_cloudy_001,cloudy,多雲的,ㄉㄨㄛ ㄩㄣˊ ㄉㄜ,"[{""char"": ""多"", ""ruby"": ""ㄉㄨㄛ""}, {""char"": ""雲"", ""ruby"": ""ㄩㄣˊ""}, {""char"": ""的"", ""ruby"": ""ㄉㄜ""}]",形容詞,天氣/自然,nature,天氣/自然,hard,3,nature_hard,"I know the word ""cloudy"".",🌤️,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
clothes_easy_coat_001,coat,外套,ㄨㄞˋ ㄊㄠˋ,"[{""char"": ""外"", ""ruby"": ""ㄨㄞˋ""}, {""char"": ""套"", ""ruby"": ""ㄊㄠˋ""}]",名詞,衣服/配件,clothes,衣服/配件,easy,1,clothes_easy,"I know the word ""coat"".",👕,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
foods_medium_coffee_001,coffee,咖啡,ㄎㄚ ㄈㄟ,"[{""char"": ""咖"", ""ruby"": ""ㄎㄚ""}, {""char"": ""啡"", ""ruby"": ""ㄈㄟ""}]",名詞,食物/飲料,foods,食物/飲料,medium,2,foods_medium,"I know the word ""coffee"".",🍎,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
foods_easy_coke_001,coke,可樂,ㄎㄜˇ ㄌㄜˋ,"[{""char"": ""可"", ""ruby"": ""ㄎㄜˇ""}, {""char"": ""樂"", ""ruby"": ""ㄌㄜˋ""}]",名詞,食物/飲料,foods,食物/飲料,easy,1,foods_easy,"I know the word ""coke"".",🍎,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
health_easy_cold_001,cold,感冒,ㄍㄢˇ ㄇㄠˋ,"[{""char"": ""感"", ""ruby"": ""ㄍㄢˇ""}, {""char"": ""冒"", ""ruby"": ""ㄇㄠˋ""}]",名詞,健康,health,健康,easy,1,health_easy,"I know the word ""cold"".",💪,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
nature_easy_cold_001,cold,寒冷的,ㄏㄢˊ ㄌㄥˇ ㄉㄜ,"[{""char"": ""寒"", ""ruby"": ""ㄏㄢˊ""}, {""char"": ""冷"", ""ruby"": ""ㄌㄥˇ""}, {""char"": ""的"", ""ruby"": ""ㄉㄜ""}]",形容詞,天氣/自然,nature,天氣/自然,easy,1,nature_easy,"I know the word ""cold"".",🌤️,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
colors_medium_color_001,color,顏色,ㄧㄢˊ ㄙㄜˋ,"[{""char"": ""顏"", ""ruby"": ""ㄧㄢˊ""}, {""char"": ""色"", ""ruby"": ""ㄙㄜˋ""}]",名詞,顏色,colors,顏色,medium,2,colors_medium,"I know the word ""color"".",🎨,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
others_easy_come_001,come,來,ㄌㄞˊ,"[{""char"": ""來"", ""ruby"": ""ㄌㄞˊ""}]",動詞,其他動詞,others,其他,easy,1,others_easy,"I know the word ""come"".",⭐,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
home_hard_computer_001,computer,電腦,ㄉㄧㄢˋ ㄋㄠˇ,"[{""char"": ""電"", ""ruby"": ""ㄉㄧㄢˋ""}, {""char"": ""腦"", ""ruby"": ""ㄋㄠˇ""}]",名詞,房子/公寓,home,家與房間,hard,3,home_hard,"I know the word ""computer"".",🏠,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
jobs_easy_cook_001,cook,廚師,ㄔㄨˊ ㄕ,"[{""char"": ""廚"", ""ruby"": ""ㄔㄨˊ""}, {""char"": ""師"", ""ruby"": ""ㄕ""}]",名詞,工作,jobs,工作,easy,1,jobs_easy,"I know the word ""cook"".",👩‍⚕️,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
foods_easy_cook_001,cook,做飯,ㄗㄨㄛˋ ㄈㄢˋ,"[{""char"": ""做"", ""ruby"": ""ㄗㄨㄛˋ""}, {""char"": ""飯"", ""ruby"": ""ㄈㄢˋ""}]",動詞,食物/飲料,foods,食物/飲料,easy,1,foods_easy,"I know the word ""cook"".",🍎,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
foods_hard_cookies_001,cookies,餅乾,ㄅㄧㄥˇ ㄑㄧㄢˊ,"[{""char"": ""餅"", ""ruby"": ""ㄅㄧㄥˇ""}, {""char"": ""乾"", ""ruby"": ""ㄑㄧㄢˊ""}]",名詞,食物/飲料,foods,食物/飲料,hard,3,foods_hard,"I know the word ""cookies"".",🍎,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
others_easy_cool_001,cool,清涼的,ㄉㄜ  ,"[{""char"": ""清"", ""ruby"": ""ㄉㄜ""}, {""char"": ""涼"", ""ruby"": """"}, {""char"": ""的"", ""ruby"": """"}]",形容詞,其他形容詞,others,其他,easy,1,others_easy,"I know the word ""cool"".",⭐,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音需人工確認
nature_easy_cool_001,cool,涼爽的,ㄉㄜ  ,"[{""char"": ""涼"", ""ruby"": ""ㄉㄜ""}, {""char"": ""爽"", ""ruby"": """"}, {""char"": ""的"", ""ruby"": """"}]",形容詞,天氣/自然,nature,天氣/自然,easy,1,nature_easy,"I know the word ""cool"".",🌤️,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音需人工確認
family_medium_cousin_001,cousin,堂兄（弟、姊、妹）,ㄊㄤˊ ㄒㄩㄥ ㄉㄧˋ ㄗˇ ㄇㄟˋ,"[{""char"": ""堂"", ""ruby"": ""ㄊㄤˊ""}, {""char"": ""兄"", ""ruby"": ""ㄒㄩㄥ""}, {""char"": ""弟"", ""ruby"": ""ㄉㄧˋ""}, {""char"": ""姊"", ""ruby"": ""ㄗˇ""}, {""char"": ""妹"", ""ruby"": ""ㄇㄟˋ""}]",名詞,家庭,family,家庭,medium,2,family_medium,"I know the word ""cousin"".",👨‍👩‍👧‍👦,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
animals_easy_cow_001,cow,乳牛,ㄖㄨˇ ㄋㄧㄡˊ,"[{""char"": ""乳"", ""ruby"": ""ㄖㄨˇ""}, {""char"": ""牛"", ""ruby"": ""ㄋㄧㄡˊ""}]",名詞,動物/昆蟲,animals,動物,easy,1,animals_easy,"I know the word ""cow"".",🐶,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
others_easy_cry_001,cry,哭、哭泣,ㄎㄨ ㄎㄨ ㄑㄧˋ,"[{""char"": ""哭"", ""ruby"": ""ㄎㄨ""}, {""char"": ""哭"", ""ruby"": ""ㄎㄨ""}, {""char"": ""泣"", ""ruby"": ""ㄑㄧˋ""}]",動詞,其他動詞,others,其他,easy,1,others_easy,"I know the word ""cry"".",⭐,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
tableware_easy_cup_001,cup,杯子, ,"[{""char"": ""杯"", ""ruby"": """"}, {""char"": ""子"", ""ruby"": """"}]",名詞,餐具,tableware,餐具,easy,1,tableware_easy,"I know the word ""cup"".",🍽️,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正; 注音需人工確認
traits_easy_cute_001,cute,可愛的,ㄎㄜˇ ㄞˋ ㄉㄜ,"[{""char"": ""可"", ""ruby"": ""ㄎㄜˇ""}, {""char"": ""愛"", ""ruby"": ""ㄞˋ""}, {""char"": ""的"", ""ruby"": ""ㄉㄜ""}]",形容詞,個性/特點,traits,個性/特點,easy,1,traits_easy,"I know the word ""cute"".",😊,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
family_easy_dad_001,dad,爸爸 (= father; daddy), ,"[{""char"": ""爸"", ""ruby"": """"}, {""char"": ""爸"", ""ruby"": """"}]",名詞,家庭,family,家庭,easy,1,family_easy,"I know the word ""dad"".",👨‍👩‍👧‍👦,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正; 注音需人工確認
family_easy_daddy_001,daddy,爸爸 (= father; dad), ,"[{""char"": ""爸"", ""ruby"": """"}, {""char"": ""爸"", ""ruby"": """"}]",名詞,家庭,family,家庭,easy,1,family_easy,"I know the word ""daddy"".",👨‍👩‍👧‍👦,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正; 注音需人工確認
hobbies_medium_dance_001,dance,跳舞,ㄊㄧㄠˋ ㄨˇ,"[{""char"": ""跳"", ""ruby"": ""ㄊㄧㄠˋ""}, {""char"": ""舞"", ""ruby"": ""ㄨˇ""}]",動詞,運動/興趣/嗜好,hobbies,運動/興趣,medium,2,hobbies_medium,"I know the word ""dance"".",⚽,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
family_hard_daughter_001,daughter,女兒,ㄋㄩˇ ㄦˊ,"[{""char"": ""女"", ""ruby"": ""ㄋㄩˇ""}, {""char"": ""兒"", ""ruby"": ""ㄦˊ""}]",名詞,家庭,family,家庭,hard,3,family_hard,"I know the word ""daughter"".",👨‍👩‍👧‍👦,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
time_easy_day_001,day,天,ㄊㄧㄢ,"[{""char"": ""天"", ""ruby"": ""ㄊㄧㄢ""}]",名詞,時間,time,時間,easy,1,time_easy,"I know the word ""day"".",🕒,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
time_hard_december_001,December,十二月,ㄕˊ ㄦˋ ㄩㄝˋ,"[{""char"": ""十"", ""ruby"": ""ㄕˊ""}, {""char"": ""二"", ""ruby"": ""ㄦˋ""}, {""char"": ""月"", ""ruby"": ""ㄩㄝˋ""}]",名詞,時間,time,時間,hard,3,time_hard,"I know the word ""December"".",🕒,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
places_hard_department_store_001,department store,百貨公司,   ,"[{""char"": ""百"", ""ruby"": """"}, {""char"": ""貨"", ""ruby"": """"}, {""char"": ""公"", ""ruby"": """"}, {""char"": ""司"", ""ruby"": """"}]",名詞,地點/方位,places,地點/方位,hard,3,places_hard,"I know the word ""department store"".",📍,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音需人工確認
home_easy_desk_001,desk,桌子,ㄓㄨㄛ ㄗˇ,"[{""char"": ""桌"", ""ruby"": ""ㄓㄨㄛ""}, {""char"": ""子"", ""ruby"": ""ㄗˇ""}]",名詞,房子/公寓,home,家與房間,easy,1,home_easy,"I know the word ""desk"".",🏠,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
others_hard_different_001,different,不一樣的,ㄅㄨˋ ㄧ ㄧㄤˋ ㄉㄜ,"[{""char"": ""不"", ""ruby"": ""ㄅㄨˋ""}, {""char"": ""一"", ""ruby"": ""ㄧ""}, {""char"": ""樣"", ""ruby"": ""ㄧㄤˋ""}, {""char"": ""的"", ""ruby"": ""ㄉㄜ""}]",形容詞,其他形容詞,others,其他,hard,3,others_hard,"I know the word ""different"".",⭐,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
home_hard_dining_room_001,dining room,(家裡的)餐廳,ㄐㄧㄚ ㄌㄧˇ ㄉㄜ ㄘㄢ ㄊㄧㄥ,"[{""char"": ""家"", ""ruby"": ""ㄐㄧㄚ""}, {""char"": ""裡"", ""ruby"": ""ㄌㄧˇ""}, {""char"": ""的"", ""ruby"": ""ㄉㄜ""}, {""char"": ""餐"", ""ruby"": ""ㄘㄢ""}, {""char"": ""廳"", ""ruby"": ""ㄊㄧㄥ""}]",名詞,房子/公寓,home,家與房間,hard,3,home_hard,"I know the word ""dining room"".",🏠,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
foods_hard_dinner_001,dinner,晚餐,ㄨㄢˇ ㄘㄢ,"[{""char"": ""晚"", ""ruby"": ""ㄨㄢˇ""}, {""char"": ""餐"", ""ruby"": ""ㄘㄢ""}]",名詞,食物/飲料,foods,食物/飲料,hard,3,foods_hard,"I know the word ""dinner"".",🍎,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
others_medium_dirty_001,dirty,髒的,ㄗㄤ ㄉㄜ,"[{""char"": ""髒"", ""ruby"": ""ㄗㄤ""}, {""char"": ""的"", ""ruby"": ""ㄉㄜ""}]",形容詞,其他形容詞,others,其他,medium,2,others_medium,"I know the word ""dirty"".",⭐,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
